id,postcode,locality,state,long,lat
4746,3000,MELBOURNE,VIC,144.956776,-37.817403
4747,3001,MELBOURNE,VIC,144.956776,-37.817403
4748,3002,EAST MELBOURNE,VIC,144.982207,-37.818517
4749,3003,WEST MELBOURNE,VIC,144.949592,-37.810871
4750,3004,MELBOURNE,VIC,144.970161,-37.844246
4751,3004,ST KILDA ROAD CENTRAL,VIC,144.970161,-37.844246
22851,3004,ST KILDA ROAD MELBOURNE,VIC,0,0
4752,3005,WORLD TRADE CENTRE,VIC,144.950858,-37.824608
20754,3006,SOUTH WHARF,VIC,144.9520744,-37.82528675
4753,3006,SOUTHBANK,VIC,144.965926,-37.823258
4754,3008,DOCKLANDS,VIC,144.948039,-37.814719
4755,3010,UNIVERSITY OF MELBOURNE,VIC,144.961351,-37.796152
4756,3011,FOOTSCRAY,VIC,144.907953,-37.807101
4757,3011,SEDDON,VIC,144.907953,-37.807101
4758,3011,SEDDON WEST,VIC,144.907953,-37.807101
4759,3012,BROOKLYN,VIC,144.861162,-37.807135
4760,3012,KINGSVILLE,VIC,144.861162,-37.807135
4761,3012,KINGSVILLE WEST,VIC,144.861162,-37.807135
4762,3012,MAIDSTONE,VIC,144.861162,-37.807135
4763,3012,TOTTENHAM,VIC,144.861162,-37.807135
4764,3012,WEST FOOTSCRAY,VIC,144.861162,-37.807135
4765,3013,YARRAVILLE,VIC,144.888686,-37.814183
4766,3013,YARRAVILLE WEST,VIC,144.888686,-37.814183
4767,3015,NEWPORT,VIC,144.880556,-37.838242
4768,3015,SOUTH KINGSVILLE,VIC,144.880556,-37.838242
4769,3015,SPOTSWOOD,VIC,144.880556,-37.838242
4770,3016,WILLIAMSTOWN,VIC,144.888461,-37.863743
4771,3016,WILLIAMSTOWN NORTH,VIC,144.888461,-37.863743
4772,3018,ALTONA,VIC,144.812736,-37.86172
4773,3018,SEAHOLME,VIC,144.812736,-37.86172
4774,3019,BRAYBROOK,VIC,144.854014,-37.784683
4775,3019,BRAYBROOK NORTH,VIC,144.854014,-37.784683
4776,3019,ROBINSON,VIC,144.854014,-37.784683
4777,3020,ALBION,VIC,144.829945,-37.777204
4778,3020,GLENGALA,VIC,144.829945,-37.777204
4779,3020,SUNSHINE,VIC,144.829945,-37.777204
4780,3020,SUNSHINE NORTH,VIC,144.829945,-37.777204
4781,3020,SUNSHINE WEST,VIC,144.829945,-37.777204
4782,3021,ALBANVALE,VIC,144.796693,-37.743361
4783,3021,KEALBA,VIC,144.796693,-37.743361
4784,3021,KINGS PARK,VIC,144.796693,-37.743361
4785,3021,ST ALBANS,VIC,144.796693,-37.743361
4786,3022,ARDEER,VIC,144.793961,-37.795937
4787,3022,DEER PARK EAST,VIC,144.793961,-37.795937
4788,3023,BURNSIDE,VIC,144.770641,-37.78272
20755,3023,BURNSIDE HEIGHTS,VIC,144.755657,-37.73218752
4789,3023,CAIRNLEA,VIC,144.770641,-37.78272
4790,3023,CAROLINE SPRINGS,VIC,144.770641,-37.78272
4791,3023,DEER PARK,VIC,144.770641,-37.78272
4792,3023,DEER PARK NORTH,VIC,144.770641,-37.78272
4793,3023,RAVENHALL,VIC,144.770641,-37.78272
20756,3024,FIELDSTONE,VIC,144.649936,-37.75045631
4794,3024,MAMBOURIN,VIC,144.556552,-37.899873
20757,3024,MANOR LAKES,VIC,144.5812323,-37.86694209
4795,3024,MOUNT COTTRELL,VIC,144.556552,-37.899873
4796,3024,WYNDHAM VALE,VIC,144.556552,-37.899873
4797,3025,ALTONA EAST,VIC,144.839704,-37.835562
4798,3025,ALTONA GATE,VIC,144.839704,-37.835562
4799,3025,ALTONA NORTH,VIC,144.839704,-37.835562
4800,3026,LAVERTON NORTH,VIC,144.774986,-37.829923
4801,3027,LAVERTON RAAF,VIC,144.754147,-37.932419
20758,3027,WILLIAMS LANDING,VIC,144.7430155,-37.86199812
4802,3027,WILLIAMS RAAF,VIC,144.754147,-37.932419
4803,3028,ALTONA MEADOWS,VIC,144.777165,-37.875066
4804,3028,LAVERTON,VIC,144.777165,-37.875066
4805,3028,SEABROOK,VIC,144.777165,-37.875066
4806,3029,HOPPERS CROSSING,VIC,144.705831,-37.837165
4807,3029,TARNEIT,VIC,144.705831,-37.837165
4808,3029,TRUGANINA,VIC,144.705831,-37.837165
4809,3030,CHARTWELL,VIC,144.64209,-37.91624
4810,3030,COCOROC,VIC,144.64209,-37.91624
4811,3030,DERRIMUT,VIC,144.64209,-37.91624
4812,3030,POINT COOK,VIC,144.64209,-37.91624
4813,3030,QUANDONG,VIC,144.64209,-37.91624
4814,3030,WERRIBEE,VIC,144.64209,-37.91624
4815,3030,WERRIBEE SOUTH,VIC,144.64209,-37.91624
4816,3031,FLEMINGTON,VIC,144.923403,-37.79119
4817,3031,KENSINGTON,VIC,144.923403,-37.79119
4818,3032,ASCOT VALE,VIC,144.897221,-37.774486
4819,3032,HIGHPOINT CITY,VIC,144.897221,-37.774486
4820,3032,MARIBYRNONG,VIC,144.897221,-37.774486
4821,3032,TRAVANCORE,VIC,144.897221,-37.774486
4822,3033,KEILOR EAST,VIC,144.857638,-37.74107
4823,3034,AVONDALE HEIGHTS,VIC,144.86194,-37.761235
4824,3036,KEILOR,VIC,144.82246,-37.705324
4825,3036,KEILOR NORTH,VIC,144.82246,-37.705324
4826,3037,CALDER PARK,VIC,144.780474,-37.715579
4827,3037,DELAHEY,VIC,144.780474,-37.715579
4828,3037,HILLSIDE,VIC,144.780474,-37.715579
4829,3037,PLUMPTON,VIC,144.780474,-37.715579
4830,3037,SYDENHAM,VIC,144.780474,-37.715579
4831,3037,TAYLORS HILL,VIC,144.780474,-37.715579
4832,3038,KEILOR DOWNS,VIC,144.766873,-37.700454
4833,3038,KEILOR LODGE,VIC,144.766873,-37.700454
4834,3038,TAYLORS LAKES,VIC,144.766873,-37.700454
4835,3038,WATERGARDENS,VIC,144.766873,-37.700454
4836,3039,MOONEE PONDS,VIC,144.922995,-37.766184
4837,3040,ABERFELDIE,VIC,144.902556,-37.751845
4838,3040,ESSENDON,VIC,144.902556,-37.751845
4839,3040,ESSENDON WEST,VIC,144.902556,-37.751845
20759,3041,ESSENDON FIELDS,VIC,144.9011039,-37.72674618
4840,3041,ESSENDON NORTH,VIC,144.904815,-37.731464
4841,3041,STRATHMORE,VIC,144.904815,-37.731464
4842,3041,STRATHMORE HEIGHTS,VIC,144.904815,-37.731464
4843,3042,AIRPORT WEST,VIC,144.866305,-37.727529
4844,3042,KEILOR PARK,VIC,144.866305,-37.727529
4845,3042,NIDDRIE,VIC,144.866305,-37.727529
22854,3042,NIDDRIE NORTH,VIC,0,0
4846,3043,GLADSTONE PARK,VIC,144.888368,-37.691916
4847,3043,GOWANBRAE,VIC,144.888368,-37.691916
4848,3043,TULLAMARINE,VIC,144.888368,-37.691916
4849,3044,PASCOE VALE,VIC,144.936356,-37.731138
4850,3044,PASCOE VALE SOUTH,VIC,144.936356,-37.731138
4851,3045,MELBOURNE AIRPORT,VIC,144.836195,-37.674739
4852,3046,GLENROY,VIC,144.927968,-37.706578
4853,3046,HADFIELD,VIC,144.927968,-37.706578
4854,3046,OAK PARK,VIC,144.927968,-37.706578
4855,3047,BROADMEADOWS,VIC,144.930247,-37.681105
4856,3047,DALLAS,VIC,144.930247,-37.681105
4857,3047,JACANA,VIC,144.930247,-37.681105
4858,3048,COOLAROO,VIC,144.923609,-37.653917
4859,3048,MEADOW HEIGHTS,VIC,144.923609,-37.653917
4860,3049,ATTWOOD,VIC,144.888492,-37.673182
4861,3049,WESTMEADOWS,VIC,144.888492,-37.673182
4862,3050,ROYAL MELBOURNE HOSPITAL,VIC,144.954581,-37.800324
4863,3051,HOTHAM HILL,VIC,144.943559,-37.8006
4864,3051,NORTH MELBOURNE,VIC,144.943559,-37.8006
4865,3052,MELBOURNE UNIVERSITY,VIC,144.948903,-37.788996
4866,3052,PARKVILLE,VIC,144.948903,-37.788996
4867,3053,CARLTON,VIC,144.966112,-37.803569
4868,3053,CARLTON SOUTH,VIC,144.966112,-37.803569
4869,3054,CARLTON NORTH,VIC,144.96724,-37.786971
4870,3054,PRINCES HILL,VIC,144.96724,-37.786971
4871,3055,BRUNSWICK SOUTH,VIC,144.942222,-37.763584
4596,3055,BRUNSWICK WEST,VIC,144.942222,-37.763584
4597,3055,MOONEE VALE,VIC,144.942222,-37.763584
4598,3055,MORELAND WEST,VIC,144.942222,-37.763584
4599,3056,BRUNSWICK,VIC,144.960108,-37.766292
4600,3056,BRUNSWICK LOWER,VIC,144.960108,-37.766292
4601,3056,BRUNSWICK NORTH,VIC,144.960108,-37.766292
4602,3057,BRUNSWICK EAST,VIC,144.97728,-37.770012
4603,3057,LYGON STREET NORTH,VIC,144.97728,-37.770012
20760,3057,SUMNER,VIC,144.98034,-37.772232
4604,3058,BATMAN,VIC,144.964524,-37.739901
4605,3058,COBURG,VIC,144.964524,-37.739901
4606,3058,COBURG NORTH,VIC,144.964524,-37.739901
4607,3058,MERLYNSTON,VIC,144.964524,-37.739901
4608,3058,MORELAND,VIC,144.964524,-37.739901
4609,3059,GREENVALE,VIC,144.879626,-37.639887
4610,3060,FAWKNER,VIC,144.967874,-37.707326
4611,3060,FAWKNER EAST,VIC,144.967874,-37.707326
4612,3060,FAWKNER NORTH,VIC,144.967874,-37.707326
4613,3061,CAMPBELLFIELD,VIC,144.956763,-37.666265
4614,3062,SOMERTON,VIC,144.932557,-37.632986
4615,3063,OAKLANDS JUNCTION,VIC,144.856082,-37.595015
4616,3063,YUROKE,VIC,144.856082,-37.595015
4617,3064,CRAIGIEBURN,VIC,144.942199,-37.546522
4618,3064,DONNYBROOK,VIC,144.942199,-37.546522
4619,3064,KALKALLO,VIC,144.942199,-37.546522
4620,3064,MICKLEHAM,VIC,144.942199,-37.546522
4621,3064,ROXBURGH PARK,VIC,144.942199,-37.546522
4622,3065,FITZROY,VIC,144.977795,-37.802608
4623,3066,COLLINGWOOD,VIC,144.986906,-37.804846
4624,3066,COLLINGWOOD NORTH,VIC,144.986906,-37.804846
4625,3067,ABBOTSFORD,VIC,144.998203,-37.803515
4626,3068,CLIFTON HILL,VIC,144.98622,-37.790974
4627,3068,FITZROY NORTH,VIC,144.98622,-37.790974
4628,3070,NORTHCOTE,VIC,144.999745,-37.774064
4629,3070,NORTHCOTE SOUTH,VIC,144.999745,-37.774064
4630,3071,THORNBURY,VIC,145.007006,-37.759426
4631,3072,GILBERTON,VIC,145.005702,-37.74247
4632,3072,NORTHLAND CENTRE,VIC,145.005702,-37.74247
4633,3072,PRESTON,VIC,145.005702,-37.74247
4634,3072,PRESTON LOWER,VIC,145.005702,-37.74247
4635,3072,PRESTON SOUTH,VIC,145.005702,-37.74247
4636,3072,PRESTON WEST,VIC,145.005702,-37.74247
4637,3072,REGENT WEST,VIC,145.005702,-37.74247
4638,3072,SYLVESTER,VIC,145.005702,-37.74247
4639,3073,KEON PARK,VIC,145.005955,-37.712474
4640,3073,RESERVOIR,VIC,145.005955,-37.712474
4641,3073,RESERVOIR EAST,VIC,145.005955,-37.712474
4642,3073,RESERVOIR NORTH,VIC,145.005955,-37.712474
4643,3073,RESERVOIR SOUTH,VIC,145.005955,-37.712474
4644,3074,THOMASTOWN,VIC,145.006644,-37.684684
4645,3075,LALOR,VIC,145.002679,-37.66607
4646,3075,LALOR PLAZA,VIC,145.002679,-37.66607
4647,3076,EPPING,VIC,145.022137,-37.643598
4648,3076,EPPING DC,VIC,145.022137,-37.643598
4649,3078,ALPHINGTON,VIC,145.025853,-37.778298
4650,3078,FAIRFIELD,VIC,145.025853,-37.778298
4651,3079,IVANHOE,VIC,145.048573,-37.772675
4652,3079,IVANHOE EAST,VIC,145.048573,-37.772675
4653,3079,IVANHOE NORTH,VIC,145.048573,-37.772675
4654,3081,BELLFIELD,VIC,145.046401,-37.743008
4655,3081,HEIDELBERG HEIGHTS,VIC,145.046401,-37.743008
4656,3081,HEIDELBERG RGH,VIC,145.046401,-37.743008
4657,3081,HEIDELBERG WEST,VIC,145.046401,-37.743008
4658,3082,MILL PARK,VIC,145.065658,-37.664858
4659,3083,BUNDOORA,VIC,145.056223,-37.701346
4660,3083,KINGSBURY,VIC,145.056223,-37.701346
4661,3083,LA TROBE UNIVERSITY,VIC,145.056223,-37.701346
4662,3084,BANYULE,VIC,145.082685,-37.744406
4663,3084,EAGLEMONT,VIC,145.082685,-37.744406
4664,3084,HEIDELBERG,VIC,145.082685,-37.744406
4665,3084,ROSANNA,VIC,145.082685,-37.744406
4666,3084,VIEWBANK,VIC,145.082685,-37.744406
4667,3085,MACLEOD,VIC,145.06988,-37.724398
4668,3085,MACLEOD WEST,VIC,145.06988,-37.724398
4669,3085,YALLAMBIE,VIC,145.06988,-37.724398
4670,3086,LA TROBE UNIVERSITY,VIC,145.047012,-37.721328
4671,3087,WATSONIA,VIC,145.082426,-37.711787
4672,3087,WATSONIA NORTH,VIC,145.082426,-37.711787
4673,3088,BRIAR HILL,VIC,145.108339,-37.700175
4674,3088,GREENSBOROUGH,VIC,145.108339,-37.700175
4675,3088,SAINT HELENA,VIC,145.108339,-37.700175
20761,3088,ST HELENA,VIC,145.1294801,-37.68949912
4676,3089,DIAMOND CREEK,VIC,145.150369,-37.667713
4677,3090,PLENTY,VIC,145.107802,-37.668408
4678,3091,YARRAMBAT,VIC,145.136688,-37.637478
4679,3093,LOWER PLENTY,VIC,145.115208,-37.73919
4680,3094,MONTMORENCY,VIC,145.124727,-37.719759
4681,3095,ELTHAM,VIC,145.158579,-37.713299
4682,3095,ELTHAM NORTH,VIC,145.158579,-37.713299
4683,3095,RESEARCH,VIC,145.158579,-37.713299
4684,3096,WATTLE GLEN,VIC,145.185826,-37.670851
4685,3097,BEND OF ISLANDS,VIC,145.224204,-37.695254
4686,3097,KANGAROO GROUND,VIC,145.224204,-37.695254
4687,3097,WATSONS CREEK,VIC,145.224204,-37.695254
4688,3099,ARTHURS CREEK,VIC,145.192854,-37.592101
4689,3099,COTTLES BRIDGE,VIC,145.192854,-37.592101
4690,3099,HURSTBRIDGE,VIC,145.192854,-37.592101
4691,3099,NUTFIELD,VIC,145.192854,-37.592101
4692,3099,STRATHEWEN,VIC,145.192854,-37.592101
4693,3101,COTHAM,VIC,145.036575,-37.807397
4694,3101,KEW,VIC,145.036575,-37.807397
4695,3102,KEW EAST,VIC,145.05219,-37.793805
4696,3103,BALWYN,VIC,145.074116,-37.811738
4697,3103,BALWYN EAST,VIC,145.074116,-37.811738
20762,3103,DEEPDENE,VIC,145.0658595,-37.81141396
4698,3103,DEEPDENE DC,VIC,145.074116,-37.811738
22864,3103,STRADBROKE PARK,VIC,0,0
4699,3104,BALWYN NORTH,VIC,145.081714,-37.793695
4700,3104,GREYTHORN,VIC,145.081714,-37.793695
4701,3105,BULLEEN,VIC,145.084806,-37.772477
4702,3105,BULLEEN SOUTH,VIC,145.084806,-37.772477
4703,3106,TEMPLESTOWE,VIC,145.142675,-37.758335
4704,3107,TEMPLESTOWE LOWER,VIC,145.110677,-37.765225
4705,3108,DONCASTER,VIC,145.125797,-37.786429
4706,3109,DONCASTER EAST,VIC,145.161649,-37.784786
4707,3109,DONCASTER HEIGHTS,VIC,145.161649,-37.784786
4708,3109,THE PINES,VIC,145.161649,-37.784786
4709,3109,TUNSTALL SQUARE PO,VIC,145.161649,-37.784786
4711,3111,DONVALE,VIC,145.186334,-37.794054
4712,3113,NORTH WARRANDYTE,VIC,145.204689,-37.752123
4713,3113,WARRANDYTE,VIC,145.204689,-37.752123
4714,3114,PARK ORCHARDS,VIC,145.212599,-37.778595
4715,3115,WONGA PARK,VIC,145.267586,-37.736734
4716,3116,CHIRNSIDE PARK,VIC,145.313086,-37.737629
4717,3121,BURNLEY,VIC,145.001788,-37.823303
20763,3121,BURNLEY NORTH,VIC,145.007098,-37.826869
4718,3121,CREMORNE,VIC,145.001788,-37.823303
4719,3121,RICHMOND,VIC,145.001788,-37.823303
4720,3121,RICHMOND EAST,VIC,145.001788,-37.823303
4721,3121,RICHMOND NORTH,VIC,145.001788,-37.823303
4722,3121,RICHMOND SOUTH,VIC,145.001788,-37.823303
4723,3121,VICTORIA GARDENS,VIC,145.001788,-37.823303
4724,3122,AUBURN SOUTH,VIC,145.030602,-37.822725
4725,3122,GLENFERRIE SOUTH,VIC,145.030602,-37.822725
4726,3122,HAWTHORN,VIC,145.030602,-37.822725
4727,3122,HAWTHORN NORTH,VIC,145.030602,-37.822725
4728,3122,HAWTHORN WEST,VIC,145.030602,-37.822725
4729,3123,AUBURN,VIC,145.049415,-37.829752
4730,3123,HAWTHORN EAST,VIC,145.049415,-37.829752
4731,3124,CAMBERWELL,VIC,145.068191,-37.840867
4732,3124,CAMBERWELL NORTH,VIC,145.068191,-37.840867
4733,3124,CAMBERWELL SOUTH,VIC,145.068191,-37.840867
6715,3124,CAMBERWELL WEST,VIC,145.068191,-37.840867
6716,3124,HARTWELL,VIC,145.068191,-37.840867
6717,3124,MIDDLE CAMBERWELL,VIC,145.068191,-37.840867
6718,3125,BENNETTSWOOD,VIC,145.101,-37.851305
6719,3125,BURWOOD,VIC,145.101,-37.851305
6720,3125,SURREY HILLS SOUTH,VIC,145.101,-37.851305
6721,3126,CAMBERWELL EAST,VIC,145.075748,-37.827203
6722,3126,CANTERBURY,VIC,145.075748,-37.827203
6723,3127,MONT ALBERT,VIC,145.097236,-37.825173
6724,3127,SURREY HILLS,VIC,145.097236,-37.825173
6725,3127,SURREY HILLS NORTH,VIC,145.097236,-37.825173
6726,3128,BOX HILL,VIC,145.122393,-37.828866
6727,3128,BOX HILL CENTRAL,VIC,145.122393,-37.828866
6728,3128,BOX HILL SOUTH,VIC,145.122393,-37.828866
6729,3128,HOUSTON,VIC,145.122393,-37.828866
6730,3128,WATTLE PARK,VIC,145.122393,-37.828866
6731,3129,BOX HILL NORTH,VIC,145.125084,-37.806965
6732,3129,KERRIMUIR,VIC,145.125084,-37.806965
6733,3129,MONT ALBERT NORTH,VIC,145.125084,-37.806965
6734,3130,BLACKBURN,VIC,145.149653,-37.81805
6735,3130,BLACKBURN NORTH,VIC,145.149653,-37.81805
6736,3130,BLACKBURN SOUTH,VIC,145.149653,-37.81805
6737,3130,LABURNUM,VIC,145.149653,-37.81805
6738,3131,BRENTFORD SQUARE,VIC,145.174489,-37.817798
6739,3131,FOREST HILL,VIC,145.174489,-37.817798
6740,3131,NUNAWADING,VIC,145.174489,-37.817798
6741,3132,MITCHAM,VIC,145.196686,-37.819222
6742,3132,MITCHAM NORTH,VIC,145.196686,-37.819222
6743,3132,RANGEVIEW,VIC,145.196686,-37.819222
6744,3133,VERMONT,VIC,145.192303,-37.848786
6745,3133,VERMONT SOUTH,VIC,145.192303,-37.848786
20764,3134,HEATHWOOD,VIC,145.257929,-37.823058
6746,3134,RINGWOOD,VIC,145.232557,-37.796091
6747,3134,RINGWOOD NORTH,VIC,145.232557,-37.796091
6748,3134,WARRANDYTE SOUTH,VIC,145.232557,-37.796091
6749,3134,WARRANWOOD,VIC,145.232557,-37.796091
6750,3135,BEDFORD ROAD,VIC,145.248209,-37.819594
6751,3135,HEATHMONT,VIC,145.248209,-37.819594
6752,3135,RINGWOOD EAST,VIC,145.248209,-37.819594
6753,3136,CROYDON,VIC,145.282396,-37.779876
6754,3136,CROYDON HILLS,VIC,145.282396,-37.779876
6755,3136,CROYDON NORTH,VIC,145.282396,-37.779876
6756,3136,CROYDON SOUTH,VIC,145.282396,-37.779876
6757,3137,KILSYTH,VIC,145.313346,-37.819364
6758,3137,KILSYTH SOUTH,VIC,145.313346,-37.819364
6759,3138,MOOROOLBARK,VIC,145.322794,-37.78391
6760,3139,BEENAK,VIC,145.532666,-37.814506
6761,3139,DON VALLEY,VIC,145.532666,-37.814506
6762,3139,HODDLES CREEK,VIC,145.532666,-37.814506
6763,3139,LAUNCHING PLACE,VIC,145.532666,-37.814506
6764,3139,SEVILLE,VIC,145.532666,-37.814506
6765,3139,SEVILLE EAST,VIC,145.532666,-37.814506
6766,3139,WANDIN EAST,VIC,145.532666,-37.814506
6767,3139,WANDIN NORTH,VIC,145.532666,-37.814506
6768,3139,WOORI YALLOCK,VIC,145.532666,-37.814506
6769,3139,YELLINGBO,VIC,145.532666,-37.814506
6770,3140,LILYDALE,VIC,145.363185,-37.759154
6771,3141,CHAPEL STREET NORTH,VIC,144.991264,-37.840679
6772,3141,DOMAIN ROAD PO,VIC,144.991264,-37.840679
6773,3141,SOUTH YARRA,VIC,144.991264,-37.840679
6774,3142,HAWKSBURN,VIC,145.017732,-37.84411
6775,3142,TOORAK,VIC,145.017732,-37.84411
6776,3143,ARMADALE,VIC,145.019393,-37.858918
6777,3143,ARMADALE NORTH,VIC,145.019393,-37.858918
6778,3144,KOOYONG,VIC,145.034127,-37.857443
6779,3144,MALVERN,VIC,145.034127,-37.857443
6780,3144,MALVERN NORTH,VIC,145.034127,-37.857443
6781,3145,CAULFIELD EAST,VIC,145.049328,-37.873557
6782,3145,CENTRAL PARK,VIC,145.049328,-37.873557
6783,3145,DARLING,VIC,145.049328,-37.873557
6784,3145,DARLING SOUTH,VIC,145.049328,-37.873557
6785,3145,MALVERN EAST,VIC,145.049328,-37.873557
6786,3145,WATTLETREE ROAD PO,VIC,145.049328,-37.873557
6787,3146,GLEN IRIS,VIC,145.057833,-37.857116
6788,3147,ASHBURTON,VIC,145.092946,-37.867864
6789,3147,ASHWOOD,VIC,145.092946,-37.867864
6790,3148,CHADSTONE,VIC,145.090149,-37.882562
6791,3148,CHADSTONE CENTRE,VIC,145.090149,-37.882562
6792,3148,HOLMESGLEN,VIC,145.090149,-37.882562
20765,3148,JORDANVILLE,VIC,145.112084,-37.8736
6793,3149,MOUNT WAVERLEY,VIC,145.128118,-37.880748
6794,3149,PINEWOOD,VIC,145.128118,-37.880748
6795,3149,SYNDAL,VIC,145.128118,-37.880748
20766,3150,BRANDON PARK,VIC,145.168834,-37.914383
6796,3150,GLEN WAVERLEY,VIC,145.170841,-37.876968
6797,3150,WHEELERS HILL,VIC,145.170841,-37.876968
6798,3151,BURWOOD EAST,VIC,145.151119,-37.85523
6799,3151,BURWOOD HEIGHTS,VIC,145.151119,-37.85523
6800,3152,KNOX CITY CENTRE,VIC,145.221695,-37.864951
6801,3152,STUDFIELD,VIC,145.221695,-37.864951
6802,3152,WANTIRNA,VIC,145.221695,-37.864951
6803,3152,WANTIRNA SOUTH,VIC,145.221695,-37.864951
6804,3153,BAYSWATER,VIC,145.270141,-37.845116
6805,3153,BAYSWATER NORTH,VIC,145.270141,-37.845116
6806,3154,THE BASIN,VIC,145.31784,-37.856009
6807,3155,BORONIA,VIC,145.284418,-37.861799
6808,3156,FERNTREE GULLY,VIC,145.292895,-37.917932
6809,3156,LYSTERFIELD,VIC,145.292895,-37.917932
6810,3156,LYSTERFIELD SOUTH,VIC,145.292895,-37.917932
6811,3156,MOUNTAIN GATE,VIC,145.292895,-37.917932
6812,3156,UPPER FERNTREE GULLY,VIC,145.292895,-37.917932
6813,3158,UPWEY,VIC,145.324468,-37.910077
6814,3159,MENZIES CREEK,VIC,145.3892,-37.921894
6815,3159,SELBY,VIC,145.3892,-37.921894
6816,3160,BELGRAVE,VIC,145.350821,-37.935097
6817,3160,BELGRAVE HEIGHTS,VIC,145.350821,-37.935097
6818,3160,BELGRAVE SOUTH,VIC,145.350821,-37.935097
6819,3160,TECOMA,VIC,145.350821,-37.935097
6820,3161,CAULFIELD JUNCTION,VIC,145.019929,-37.873733
6821,3161,CAULFIELD NORTH,VIC,145.019929,-37.873733
6822,3162,CAULFIELD,VIC,145.023394,-37.892139
6823,3162,CAULFIELD SOUTH,VIC,145.023394,-37.892139
6824,3162,HOPETOUN GARDENS,VIC,145.023394,-37.892139
6825,3163,BOORAN ROAD PO,VIC,145.057237,-37.896497
6826,3163,CARNEGIE,VIC,145.057237,-37.896497
6827,3163,GLEN HUNTLY,VIC,145.057237,-37.896497
6828,3163,MURRUMBEENA,VIC,145.057237,-37.896497
6829,3164,DANDENONG SOUTH,VIC,145.23738,-38.02243
6830,3165,BENTLEIGH EAST,VIC,145.059426,-37.922369
6831,3165,COATESVILLE,VIC,145.059426,-37.922369
6832,3166,HUGHESDALE,VIC,145.089719,-37.902805
6833,3166,HUNTINGDALE,VIC,145.089719,-37.902805
6834,3166,OAKLEIGH,VIC,145.089719,-37.902805
6835,3166,OAKLEIGH EAST,VIC,145.089719,-37.902805
6836,3167,OAKLEIGH SOUTH,VIC,145.087614,-37.923345
6837,3168,CLAYTON,VIC,145.12665,-37.91342
6838,3168,NOTTING HILL,VIC,145.12665,-37.91342
6839,3169,CLARINDA,VIC,145.115271,-37.945149
6840,3169,CLAYTON SOUTH,VIC,145.115271,-37.945149
6841,3170,MULGRAVE,VIC,145.167859,-37.920945
6842,3170,WAVERLEY GARDENS,VIC,145.167859,-37.920945
6843,3171,SANDOWN VILLAGE,VIC,145.156783,-37.944608
6844,3171,SPRINGVALE,VIC,145.156783,-37.944608
6845,3172,DINGLEY VILLAGE,VIC,145.13465,-37.975981
6846,3172,SPRINGVALE SOUTH,VIC,145.13465,-37.975981
6847,3173,KEYSBOROUGH,VIC,145.164863,-38.006771
6848,3174,NOBLE PARK,VIC,145.17877,-37.966218
6849,3174,NOBLE PARK EAST,VIC,145.17877,-37.966218
6850,3174,NOBLE PARK NORTH,VIC,145.17877,-37.966218
6576,3175,BANGHOLME,VIC,145.208504,-38.016114
6577,3175,DANDENONG,VIC,145.208504,-38.016114
6578,3175,DANDENONG EAST,VIC,145.208504,-38.016114
6579,3175,DANDENONG NORTH,VIC,145.208504,-38.016114
6580,3175,DANDENONG SOUTH,VIC,145.208504,-38.016114
6581,3175,DUNEARN,VIC,145.208504,-38.016114
6582,3176,SCORESBY BC,VIC,145.23,-37.8992
6583,3177,DOVETON,VIC,145.237462,-37.990985
6584,3177,EUMEMMERRING,VIC,145.237462,-37.990985
6585,3178,ROWVILLE,VIC,145.241589,-37.924431
6586,3179,SCORESBY,VIC,145.222634,-37.897137
6587,3180,KNOXFIELD,VIC,145.246731,-37.893263
6588,3181,PRAHRAN,VIC,144.995504,-37.854683
6589,3181,PRAHRAN EAST,VIC,144.995504,-37.854683
6590,3181,WINDSOR,VIC,144.995504,-37.854683
6591,3182,ST KILDA,VIC,144.979478,-37.865322
6592,3182,ST KILDA SOUTH,VIC,144.979478,-37.865322
6593,3182,ST KILDA WEST,VIC,144.979478,-37.865322
6594,3183,BALACLAVA,VIC,144.999026,-37.869072
6595,3183,ST KILDA EAST,VIC,144.999026,-37.869072
6596,3184,BRIGHTON ROAD,VIC,144.984034,-37.881414
6597,3184,ELWOOD,VIC,144.984034,-37.881414
6598,3185,ELSTERNWICK,VIC,145.002571,-37.891841
6599,3185,GARDENVALE,VIC,145.002571,-37.891841
6600,3185,RIPPONLEA,VIC,145.002571,-37.891841
6601,3186,BRIGHTON,VIC,144.996329,-37.915066
6602,3186,BRIGHTON NORTH,VIC,144.996329,-37.915066
6603,3186,DENDY,VIC,144.996329,-37.915066
6604,3186,WERE STREET PO,VIC,144.996329,-37.915066
6605,3187,BRIGHTON EAST,VIC,145.013593,-37.925371
6606,3187,NORTH ROAD,VIC,145.013593,-37.925371
6607,3188,HAMPTON,VIC,145.007238,-37.938889
6608,3188,HAMPTON EAST,VIC,145.007238,-37.938889
6609,3188,HAMPTON NORTH,VIC,145.007238,-37.938889
6610,3189,MOORABBIN,VIC,145.047802,-37.942021
6611,3189,MOORABBIN EAST,VIC,145.047802,-37.942021
6612,3189,WISHART,VIC,145.047802,-37.942021
6613,3190,HIGHETT,VIC,145.038147,-37.951394
6614,3191,SANDRINGHAM,VIC,145.013472,-37.956585
6615,3192,CHELTENHAM,VIC,145.0623,-37.965655
